Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
1/10/2021,1/4/2020,1/9/2021,NM,Obesity,Obesity,E65-E68,55-64,33,33,
1/10/2021,1/4/2020,1/9/2021,NM,Obesity,Obesity,E65-E68,65-74,19,19,
1/10/2021,1/4/2020,1/9/2021,NM,Obesity,Obesity,E65-E68,75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NM,Obesity,Obesity,E65-E68,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NM,Obesity,Obesity,E65-E68,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,Obesity,Obesity,E65-E68,All Ages,100,100,
1/10/2021,1/4/2020,1/9/2021,NM,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,Alzheimer disease,Alzheimer disease,G30,45-54,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,Alzheimer disease,Alzheimer disease,G30,55-64,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,Alzheimer disease,Alzheimer disease,G30,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NM,Alzheimer disease,Alzheimer disease,G30,75-84,22,22,
1/10/2021,1/4/2020,1/9/2021,NM,Alzheimer disease,Alzheimer disease,G30,85+,37,37,
1/10/2021,1/4/2020,1/9/2021,NM,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,Alzheimer disease,Alzheimer disease,G30,All Ages,62,62,
1/10/2021,1/4/2020,1/9/2021,NM,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,13,13,
1/10/2021,1/4/2020,1/9/2021,NM,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,60,60,
1/10/2021,1/4/2020,1/9/2021,NM,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,109,109,
1/10/2021,1/4/2020,1/9/2021,NM,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,182,182,
1/10/2021,1/4/2020,1/9/2021,NM,Renal failure,Renal failure,N17-N19,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NM,Renal failure,Renal failure,N17-N19,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NM,Renal failure,Renal failure,N17-N19,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NM,Renal failure,Renal failure,N17-N19,45-54,14,14,
1/10/2021,1/4/2020,1/9/2021,NM,Renal failure,Renal failure,N17-N19,55-64,24,24,
1/10/2021,1/4/2020,1/9/2021,NM,Renal failure,Renal failure,N17-N19,65-74,35,35,
1/10/2021,1/4/2020,1/9/2021,NM,Renal failure,Renal failure,N17-N19,75-84,32,34,
1/10/2021,1/4/2020,1/9/2021,NM,Renal failure,Renal failure,N17-N19,85+,15,15,
1/10/2021,1/4/2020,1/9/2021,NM,Renal failure,Renal failure,N17-N19,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,Renal failure,Renal failure,N17-N19,All Ages,134,136,
1/10/2021,1/4/2020,1/9/2021,NM,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NM,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NM,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NM,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NM,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NM,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NM,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NM,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,19,37,
1/10/2021,1/4/2020,1/9/2021,NM,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NM,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,18,26,
1/10/2021,1/4/2020,1/9/2021,NM,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,27,45,
1/10/2021,1/4/2020,1/9/2021,NM,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,55,81,
1/10/2021,1/4/2020,1/9/2021,NM,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,85,129,
1/10/2021,1/4/2020,1/9/2021,NM,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,128,193,
1/10/2021,1/4/2020,1/9/2021,NM,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,147,201,
1/10/2021,1/4/2020,1/9/2021,NM,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,143,193,
1/10/2021,1/4/2020,1/9/2021,NM,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,605,871,
1/10/2021,1/4/2020,1/9/2021,NM,COVID-19,COVID-19,U071,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NM,COVID-19,COVID-19,U071,25-34,45,45,
1/10/2021,1/4/2020,1/9/2021,NM,COVID-19,COVID-19,U071,35-44,77,77,
1/10/2021,1/4/2020,1/9/2021,NM,COVID-19,COVID-19,U071,45-54,142,142,
1/10/2021,1/4/2020,1/9/2021,NM,COVID-19,COVID-19,U071,55-64,282,282,
1/10/2021,1/4/2020,1/9/2021,NM,COVID-19,COVID-19,U071,65-74,460,460,
1/10/2021,1/4/2020,1/9/2021,NM,COVID-19,COVID-19,U071,75-84,530,530,
1/10/2021,1/4/2020,1/9/2021,NM,COVID-19,COVID-19,U071,85+,539,539,
1/10/2021,1/4/2020,1/9/2021,NM,COVID-19,COVID-19,U071,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NM,COVID-19,COVID-19,U071,All Ages,2080,2080,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,36,37,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,91,93,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,282,284,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,782,788,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,1346,1355,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,1741,1755,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,2212,2222,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,6501,6545,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,20,21,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,90,96,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,226,231,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,289,297,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,360,367,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,993,1020,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,12,12,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,51,51,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,184,184,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,433,433,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,661,661,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,677,677,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,655,655,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,2678,2678,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory failure,J96,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory failure,J96,25-34,28,28,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory failure,J96,35-44,72,72,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory failure,J96,45-54,201,203,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory failure,J96,55-64,581,587,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory failure,J96,65-74,1073,1094,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory failure,J96,75-84,1371,1393,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory failure,J96,85+,1675,1685,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory failure,J96,Not stated,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory failure,J96,All Ages,5008,5069,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,45-54,15,15,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,55-64,41,41,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,65-74,90,90,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,75-84,141,141,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,85+,198,198,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Respiratory arrest,R09.2,All Ages,495,495,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,14,14,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,38,39,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,75,76,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,79,80,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,115,116,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,333,337,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,17,17,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,61,61,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,189,189,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,407,409,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,539,541,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,85+,851,867,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,2069,2089,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,18,18,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,110,115,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,227,247,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,392,414,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,85+,664,694,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1420,1497,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrest,I46,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrest,I46,25-34,22,22,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrest,I46,35-44,52,52,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrest,I46,45-54,164,164,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrest,I46,55-64,438,438,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrest,I46,65-74,797,797,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrest,I46,75-84,967,967,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrest,I46,85+,1308,1308,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrest,I46,All Ages,3752,3752,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,13,15,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,46,47,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,112,115,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,213,213,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,394,400,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,779,791,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Heart failure,I50,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Heart failure,I50,25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Heart failure,I50,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Heart failure,I50,55-64,42,42,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Heart failure,I50,65-74,107,107,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Heart failure,I50,75-84,185,185,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Heart failure,I50,85+,440,440,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Heart failure,I50,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Heart failure,I50,All Ages,782,782,
1/10/2021,1/4/2020,1/9/2021,NY,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
